x1,x2
-0.15521383,-1.138415029
0.438129539,-0.398984875
-0.160909311,0.293093207
-0.460333137,0.781615933
0.272758798,-0.215638386
-0.38780385,-0.216707392
-0.33682973,-0.297400593
-0.24988611,0.419465876
1.248569763,1.784025407
0.568066358,0.49652234
0.375578019,1.273940554
2.35907428,1.490938738
0.151196888,0.636314682
1.049205967,1.419225526
-0.699896349,-1.335102846
2.126918731,2.659729945
0.191711997,0.12638314
-1.273645968,-0.737409269
0.477860861,0.584777075
0.667606615,0.98367008
-0.112646087,0.247448253
0.523085056,0.678866087
-0.51186318,-0.110119448
0.639678578,-0.794886577
-0.055000565,-0.894098199
-0.948562188,-0.962070332
0.232238425,-0.227345837
-1.36583413,-1.915695899
-1.880433945,-0.719419417
-3.451344867,-2.472740515
0.394702055,-0.250056529
1.185017326,0.151914817
-1.447936181,-1.18029323
0.712217032,1.277448772
-0.519277173,0.247366781
-0.022471942,-0.754715594
-0.552199455,0.135699027
-0.217105546,-0.10046146
1.311444961,0.900998297
-0.415219486,0.194576903
0.600484546,0.378322832
-1.736229292,-2.379276953
0.492416993,-0.154165854
-0.347430216,0.262987242
-0.975574986,-0.655609995
-1.234672878,-1.211410388
-0.31135962,-0.993423105
-0.78553823,-1.200757197
-0.880563467,-1.596858263
-0.439117957,-0.206440565
-0.261960065,-0.348279394
-1.644519662,-1.341437635
1.22689823,0.87869307
-0.877181492,-1.495209681
-1.61723068,-1.861164646
1.371729219,2.019795013
2.14316992,-0.480676683
0.426104076,-0.485751728
-0.422499672,0.067867081
-0.668935394,-0.831377166
1.043839361,1.957274679
-0.099438287,-0.068670734
1.71091443,1.205217317
-0.043317351,-0.202290586
0.222823037,-0.494708108
1.511467664,1.73090192
-0.219379662,0.540089183
-1.190148699,-1.311223158
-0.102173258,0.808155034
-0.531597732,-1.165837931
-1.839859412,-1.650151346
0.619769561,-0.318283531
0.142941668,0.543162595
-0.851646302,0.155832987
-0.576044803,-1.265344973
0.323381199,0.071280564
0.946045903,0.427038684
1.22511766,0.544605461
-0.022960974,0.213870766
-0.830907048,-1.440662835
1.63333483,-0.597596746
0.118877703,0.242478184
0.521571033,0.538027692
1.064114713,0.503448155
1.756525952,0.959889279
1.360019941,2.174405342
-0.771037766,-0.739029681
-0.382355291,0.671198182
-0.23518778,-0.736875343
-0.173029613,0.063984816
-0.376470439,-0.155327704
1.846565625,1.290347514
1.765849456,1.987232345
0.834728344,-0.070588754
-2.516443314,-1.603314636
0.163218962,0.75393778
0.229608949,0.912917658
-0.590579896,-0.934315384
-1.218549129,0.07711013
-0.575831423,-1.378056851
-0.74596322,-0.144396731
-0.718634571,0.138286672
1.342378903,-0.240536887
-1.182611228,-1.897786867
0.513031325,-0.505188748
-0.549795489,-1.22055749
-0.272434945,-0.18889569
-2.212328966,-0.769925594
-1.250515419,-0.430938074
-0.472375748,-0.231499122
0.47599732,0.936806427
1.476436076,2.149846292
-0.188956391,-0.155778053
-0.504282771,-1.783201427
0.6316925,1.065115918
0.041319273,0.494169817
0.580562824,-0.215449162
-0.529152018,-0.359118717
-0.74058255,-0.344701494
-1.606845364,-2.264741214
0.002552377,1.051481261
0.7171734,0.817769341
-1.231552354,-0.926267024
-0.479499411,-0.499286224
1.399697545,1.938833035
-1.001809271,-0.671573585
0.278449091,0.456226789
-0.590599601,-0.829913094
0.816290351,0.067639443
-0.025974378,-0.884066976
-0.057906627,0.916550184
2.168505341,1.624325898
-0.790553016,-0.969267798
-0.713601157,-1.543405391
0.441081064,1.260171979
0.909792075,0.946548572
-0.252828161,0.729786177
0.991251611,1.063783204
-1.304242002,-0.373472303
-0.479367571,0.12651023
-0.156996581,1.265081014
-0.845273272,-0.213225893
-1.935962175,-1.65722797
-0.450546784,0.161044706
-0.926688562,-1.844700779
1.236907067,1.760000278
0.042319374,0.132811093
-1.957487242,-2.030812976
-0.466926807,0.47777705
0.621673501,0.785114674
0.040989566,0.208371453
0.128650956,-0.682270402
0.600690649,0.19170919
1.09216013,1.396431158
1.026322274,0.194083397
1.702504493,1.339697313
1.002854152,1.256566945
-0.687013377,-1.052102495
0.884753419,0.551467592
-0.350733358,-0.889394805
-0.265904911,-0.738848628
1.70681076,2.853799753
-0.691166579,-0.862028897
-0.185596107,-0.066167349
-1.444433791,-1.679891343
-0.1847415,-0.357730342
0.379862454,0.724843779
-0.298377589,-0.64702351
-1.28514584,-3.281701638
-1.019922276,-1.814646222
0.452312028,0.933262296
-1.436878352,-0.422086711
0.513580214,2.051213148
0.728159391,1.031141729
-1.388298106,-1.273500988
-0.377669298,0.310142862
0.241903878,-0.484083687
-1.616776661,-0.72384883
-0.920211723,-0.5153199
-1.670573004,-0.82058779
-1.545804048,-1.117651862
1.318409798,1.966399671
-1.206056788,-0.428537623
-1.182792769,-2.03279095
2.192519881,3.036245217
-0.909413732,-0.759378309
0.312436095,1.687042127
-0.631993396,0.995092131
-0.941063641,-0.022292718
2.069735809,2.584873761
1.007783588,0.145685173
-0.835935279,1.263216697
1.070900599,-0.132538905
-0.902223611,-1.473460117
-0.632889552,0.6265957
-1.389491505,-0.820367555
-1.170531918,-1.14745467
1.119264663,1.083763624
0.34130608,0.390107476
-0.17735945,0.222481221
-0.790377065,-1.16320005
0.092764709,0.354364298
-1.090132703,-1.301747541
1.471547928,2.205784301
1.328276769,1.07324283
0.185829865,0.654235113
1.172257806,2.170713472
-0.127731614,0.778424758
-0.872126639,1.278409684
-0.166887742,-0.315379885
1.402712339,-0.285545874
-1.237796826,-2.196866388
-0.662796506,0.032941826
-0.838193396,-0.788354523
0.310367052,0.826142333
0.52512625,-0.552662024
0.587773162,1.111459789
-0.105742762,-1.818972338
-0.307636175,-0.432435651
-1.016593011,-0.899814957
-0.21881995,0.521002211
-1.603964612,-0.694067388
-0.330838373,0.113118542
-1.807676326,-1.800869707
0.384852386,0.800074941
0.386098202,1.16155187
0.735095835,0.600669104
-0.946573681,-1.503348791
-0.020087929,0.37692192
-0.013204042,-0.943253727
-1.014450615,-1.035453549
-0.571818052,0.040608512
-1.04584149,-0.766356963
-1.102734395,-0.836115187
1.533007496,0.674011319
1.097551967,0.435390538
1.067154854,-0.531473295
-0.394734599,0.151803273
-0.761503569,-0.727895437
0.258527044,1.822846896
0.848515775,0.51994243
0.465803108,-0.601613409
1.24299642,1.279238401
-0.918370243,-1.188700112
-0.649296466,-0.241298322
0.030052743,-0.593238522
-0.958778408,-1.087801791
1.310960013,0.545125137
-1.025121857,-0.923387061
0.23647012,0.993526041
-0.780289711,-0.741050977
1.140943126,1.082957298
0.015093379,-0.6583114
-2.415132773,-2.463040654
1.52753172,0.413570886
-1.033571367,-1.092716326
0.233616283,-0.258857085
-0.8191018,-0.549185872
1.155725743,0.84933779
1.057604947,1.386851512
-0.327294259,0.346699113
-0.856194607,-0.257202996
1.939922404,1.430188965
1.597285988,0.562492041
0.420502611,1.164883222
-1.310576761,-0.239885878
-0.725528481,-0.339516292
0.413206164,0.193680789
0.629758701,0.037602615
1.205634759,1.291780641
-0.89567161,-1.635060755
0.797092859,1.526776221
0.743981908,-0.463171076
1.061203833,-0.656288169
-0.077392644,-0.385436834
1.162755911,1.274044554
-0.022440384,0.972956751
0.48631606,0.823590244
0.78280799,1.064430443
-0.98583461,-0.379100971
-0.502599924,-1.367555614
-2.380141914,-1.154132684
-0.072177737,0.128853058
-0.350532998,-1.526788642
0.009956149,0.340636412
-0.696270601,-0.32604301
0.732155967,1.426070511
-1.060077206,-0.727014451
0.943673045,0.192628473
0.027959718,0.2978482
1.236725386,0.891867832
-0.603265623,-0.323589421
1.592278972,0.129578569
0.970928442,-0.342530846
1.287201722,1.74247815
0.232527474,-0.663878299
0.344263308,0.260812241
-0.708131621,0.036938566
0.503444113,-1.174941144
-0.145159457,-0.413767499
0.238959543,0.162050157
0.449396861,0.107024326
-1.270265841,-0.542685121
-1.639566052,-1.001019163
-0.894818884,-0.606802133
0.800567803,1.546198334
0.338833724,0.247663942
1.616602426,1.23519582
-2.757115109,-3.019141907
-1.173187637,-0.343681643
-0.296195233,-0.661436476
-0.054727308,0.284533215
0.80632263,-0.108136029
0.400897663,1.530564729
-0.961082467,-0.441653214
-1.023435913,-0.800311131
0.05984864,1.696184074
0.168288676,0.408765354
-0.691724648,0.263055774
0.621883663,-0.389359633
1.693435343,1.036101983
-1.358249092,-0.381989121
0.233592622,-0.013022635
-0.79945842,-0.655195225
0.909932771,0.223888583
-0.600170059,0.202517644
-1.408357039,-0.806932611
-0.026468262,0.883328834
1.768541339,1.952930308
-0.45544662,-1.048129605
0.65554582,1.798186684
0.255356083,0.141187345
-1.666232716,-1.204050878
0.889725632,1.084609839
-0.457225367,0.376459825
-0.876486043,-1.973813037
-0.021418181,1.174229149
-0.175642349,-0.099177567
0.313596838,0.743120322
0.42517743,0.542087159
0.097018799,-0.296629145
1.737157853,0.693429906
0.818005301,0.412900916
-0.458887038,-0.409566645
0.191367155,-0.485620684
0.690841651,0.219747
1.554931141,0.625772925
-1.793149042,-1.722845437
-0.965994999,-0.875862535
0.420007983,1.376992513
-0.416993447,-0.478449771
1.098825544,1.09702015
-1.114105612,-0.328395775
-0.087672468,-0.264523413
0.23760963,0.525283968
0.880901626,0.862805679
1.550466837,2.547167648
-0.692458929,-0.891784831
0.412303817,0.803124575
0.481627523,0.001979786
0.674388807,0.334807211
0.849163645,1.446164682
1.854899934,1.829898705
0.924886436,-0.391209864
0.361785379,-1.139373729
1.129122164,0.422989303
0.632671134,0.230464441
-0.755856856,-0.896362086
0.299515615,0.198214767
0.144008182,-0.414349776
-0.537514383,-0.485063002
-0.226152467,-0.310244334
0.14759906,0.080856283
0.678966215,0.754609365
-0.554466718,-0.984657499
-0.105254377,0.30712805
0.442730163,0.134958129
-0.12375312,-0.02798576
-1.367043707,-1.32392634
-0.750717391,-0.837363323
-1.344937625,-0.490318556
-0.673015322,-1.655299403
0.500433108,-0.34756067
0.027071638,-0.031987102
1.499149634,0.5991838
0.853962936,0.7059128
-0.640526439,0.204164293
-1.267034119,-2.031247139
0.023993441,-0.218676916
0.807698303,-0.280050377
-0.416957899,-0.281370067
0.798535186,0.786538763
2.03572447,-0.016163065
1.151688007,0.7576018
1.260163069,1.173945412
-1.597425922,-1.656472907
0.868977655,-0.158984416
0.3402929,0.158322218
-0.645630537,-1.131777715
1.176753677,0.583860809
-1.695138337,-0.904936794
-0.485406525,1.621054155
1.326305492,0.663410605
-0.402918719,-0.767318516
1.514759709,0.533924569
0.357171539,0.122825662
0.775687594,-0.170992452
-0.436365481,-1.204687893
-1.02995169,0.091441761
1.64794732,1.155643407
0.143016279,0.279353885
0.808964277,-0.163707578
-0.040732478,-0.363278865
-0.594829999,-1.145583218
1.634874571,0.829532823
0.695196927,0.771581154
-0.024853765,-1.051812008
0.4317264,-0.696706027
-2.751155158,-2.725558528
0.426879739,-0.083407548
-1.185549133,-0.226389864
0.417092668,0.41665992
-0.106287672,0.19751799
0.718258752,0.926023054
-0.310269723,0.859010819
1.199919984,1.109509007
-0.692205905,0.02635123
-0.418966621,-0.635048675
-0.454354648,0.171735877
1.136823658,1.781982205
0.264916846,0.970882065
-1.536865667,-1.958297881
0.2948606,0.403996253
-0.205075763,0.681634807
-0.696313373,-1.474243053
1.183053051,1.091447392
0.360871822,0.884267078
-1.12945778,-1.290536828
1.329833493,0.849020318
-0.2808939,-0.235933102
0.363385188,0.022299152
-0.717548131,-0.779840464
-0.842508975,0.072122223
1.310612998,1.460958957
0.566771229,0.169712864
0.066532216,-0.534776757
-0.152947472,1.802916212
-2.031358561,-1.338926464
1.186046642,0.750326483
1.04123755,0.787141375
-0.283137127,0.101480707
1.013461595,1.668373937
-0.437606645,0.220016077
-0.056283106,0.392468156
1.293688275,1.667051053
1.060928945,0.511019072
0.208846237,-0.047216931
2.113583407,3.02419628
0.743295116,0.556001356
0.537423275,0.036969667
0.300516028,0.306152167
0.9111187,-0.059457322
0.340660164,1.122595187
0.133331606,-0.162154065
-0.874390518,-1.38554547
-1.720071136,-1.434506197
0.593800831,-0.104385721
1.132902761,0.492136698
-1.698106504,-0.381082317
-0.64114424,-0.925297522
0.517855105,-0.923735229
1.239098045,0.919907444
-1.781891652,-1.593749329
-1.131088101,-0.704395503
0.861371873,0.847861891
1.280885067,0.222009524
-0.174398113,-0.081970697
-0.532913835,-0.162994671
1.304799237,0.474604323
0.475515663,0.24619955
-1.046333786,-1.006714261
0.645290188,0.910799463
0.124855225,-0.508925039
-0.422822746,-1.76253133
-0.089092953,0.448176001
0.268223967,0.334133113
2.028390393,1.92359148
0.126637243,-0.620423881
0.125256752,-0.175017318
0.088160462,0.26593324
0.075701452,0.380111147
-0.092824219,0.896783136
0.179488304,-0.757496588
0.613395386,1.031645749
-1.088068051,-1.505165662
0.227944356,-0.346631911
-1.518008627,-1.320201062
-0.148200198,0.74050034
2.317340921,2.548690071
1.251602785,1.377117953
1.026887076,0.184033429
0.393371826,0.028360128
-1.973650288,-2.219282139
-2.186557304,-1.535479455
0.869997702,-0.316271475
-0.716479688,-0.497387167
0.742593459,2.2780899
-0.234635938,-0.309726183
-1.489644369,-0.81300636
-0.497509871,-0.396080325
0.301427063,-1.104783
0.667274654,0.407268807
-2.786631687,-2.408052023
0.025866614,0.213143012
0.231167636,0.678026017
0.196811366,0.497229992
-0.303762111,-0.413467
0.643078559,0.058625183
1.442385798,1.221093756
0.592565221,0.320540648
0.072365427,0.219299192
0.097989432,-0.04537838
-1.664943943,-0.580733167
0.639770984,0.778325946
0.137011568,-0.564277236
-0.306671731,-0.635316848
-1.059639163,-1.762336845
0.046781322,-0.7293888
1.007739732,1.409274673
-0.385234189,0.404335687
-0.07505457,-1.35853451
-0.670781366,-1.590832254
0.74233161,0.06151942
-0.315544513,-0.233798551
-0.69324155,0.861047488
0.814621064,0.431992035
0.488813588,1.674605193
1.005506631,0.929878036
0.551520014,0.340050869
0.391115445,-0.622437603
0.292632021,0.723975263
1.171388178,1.617893177
0.407177434,1.007708474
0.508960501,-0.081501292
0.413844825,1.691144163
-0.430383991,-1.018229732
-2.218262353,-2.790028968
0.639903201,1.480030671
-0.055979759,0.766069765
0.285618504,0.929295176
-0.287664061,-0.10142598
-0.345850207,-0.970862485
0.656018756,0.570652451
0.333710008,0.316362235
-0.321124994,-0.689647674
0.355956986,0.997066174
-2.972366784,-2.462278176
-0.582407556,-0.899221916
0.485987082,0.999169514
-1.622380236,-1.64164967
-0.588330076,-0.822607673
1.220294103,0.777625267
1.169791632,1.296960444
-0.086546186,1.072794125
-1.234426978,-1.362824951
-0.255637748,-0.443042645
-2.077095917,-0.414231014
0.073789296,-0.513848777
0.953193551,0.789162753
-0.15468946,-0.233447237
0.279199334,0.313139374
-0.082025026,-0.25433876
1.269196206,1.001692727
1.483838988,1.298992975
0.222748756,0.602999183
0.448416164,-0.361384234
0.443837087,1.396959336
0.849103849,1.160951014
0.087685424,0.040204543
-0.387665467,-0.7545275
-0.195556272,-0.424123412
-0.43322394,-0.618719382
0.80799054,0.881884496
0.108008821,-0.119835844
1.031958612,1.472567093
1.430718505,1.307631631
0.186987582,0.770906709
-0.89628243,-0.093207058
1.786779355,1.711701116
1.148364034,1.510213289
-1.815870512,-2.292491709
0.142277388,-1.592983488
-0.013117468,0.607260502
0.671948587,0.445578344
0.006934076,0.516077388
0.49989497,0.170890607
0.617925187,0.797026339
-0.401051283,-0.775019773
-0.471769003,-0.388285702
-1.453513169,-0.030748625
-0.579734658,-0.385546716
0.551787434,0.008893153
1.160886149,1.050264531
0.258431491,0.734495529
-0.20361691,0.617103091
-0.013252822,-0.440183689
1.357039168,-0.442441399
-1.103128422,-1.35647144
1.594105305,1.657036266
1.551389754,0.738706777
0.871401424,0.035201035
-0.261554022,-0.74999081
1.113865609,1.213813408
1.27019721,0.801887825
-1.473034593,-0.10734188
2.448373208,1.286265953
0.688267236,1.091875257
0.618218149,0.900858822
1.135977778,1.117739012
1.756907328,0.369822243
0.908660535,1.097550181
0.06298785,0.364507389
0.775823468,-0.425787896
0.199523931,0.233475912
-1.391386872,-0.782491916
0.072020602,-0.337517685
-0.332355136,-1.490460429
1.527698847,0.556780614
0.019002008,0.591119871
0.334846307,1.836674939
0.29794504,1.523525034
0.460538432,0.821885055
1.186713922,1.063513231
0.2805633,1.100588235
0.809500985,1.303675993
-1.587455961,-1.704945117
0.302264896,0.633386757
2.544368443,2.472136253
-0.244196022,-0.335142221
1.172506682,1.25662056
-0.867728197,-0.337719791
0.607483891,0.394408096
0.971634353,-0.021297767
1.200681689,0.420222667
0.206726585,0.226631549
-2.453472256,-1.917631418
-0.180506869,-0.619818203
-2.096584998,-1.027503247
0.361393874,-0.068392331
0.297331934,0.139406047
1.612887191,1.434166109
0.136968592,0.719826607
-0.01478426,-0.266029728
-1.195368584,-0.794911604
0.263486992,-0.211583008
0.72375317,1.144372681
-0.187448766,-0.373295931
0.226087044,-0.74703541
-1.169422093,-0.905452889
-0.912941183,-1.648730811
0.040255288,-0.419138732
-1.953505537,-0.246502709
-0.070951402,0.165504835
-0.885330907,-1.651808467
0.122089597,-0.190837024
0.394541408,-0.446454351
1.857768601,0.920510715
-0.198821244,-0.144344647
-0.871486287,-0.523662265
-0.906993246,-0.652117248
-0.319416473,0.063851281
0.165762035,0.365696751
-1.272384225,1.092639791
0.798414826,1.481115638
-0.852793772,-0.587746024
0.061229203,-0.233177411
1.357411533,1.187825484
0.449721896,-0.294286512
0.039156127,-1.003642876
-1.709589335,-0.229732481
0.415261998,0.401849365
-1.093353579,-2.569722175
1.135171227,0.216785337
0.245570311,1.068878995
-0.772847563,-1.118755805
-0.501489799,-1.579595499
0.127381015,1.047285748
-2.43828039,-1.545438354
-0.857781902,-0.883454648
-1.089240412,-1.204528867
-1.380097801,-1.296691191
-0.096155523,-1.200019849
-0.002756641,0.422234274
1.20827409,1.384143139
-0.341839066,-0.592066859
0.866563744,0.52849862
2.391888342,1.758816522
-1.330149831,-2.191786171
0.800004576,-0.381415132
-1.730576131,-2.177010019
-0.124228165,0.248189502
-0.662293528,1.270098663
-0.55593655,-0.637752533
1.700239209,1.946081962
0.471167016,1.081384412
0.685979816,-0.084433369
-0.722916933,-0.684880476
0.463762352,0.066670736
0.627674695,0.064026574
-0.01506404,-1.108371174
0.456497898,-0.200714048
-0.703776693,-0.696369861
-0.43759986,-1.318764587
1.831474834,2.260053433
0.89107298,-0.206461901
-0.592745677,0.073023801
0.649382523,0.609418188
1.446080198,0.847755825
0.010645026,-0.131603497
0.56746243,0.047146493
-0.826990752,-0.580787416
-1.867198145,-2.282973437
0.65154396,0.622783335
1.296878835,0.428360449
1.181575298,0.783900894
0.599963888,0.085177316
-0.772962036,-0.228502829
-0.53218381,-0.452074787
0.958553743,0.57511854
1.149271643,1.806723695
-1.507255891,-0.539617374
0.471974443,1.744437798
-0.291897373,-0.036350511
-1.439619715,-1.255657949
0.423373731,0.598355678
0.713008867,0.442470535
-0.428125351,-1.44722377
1.373036216,1.783327863
-0.171034884,-0.167500554
-0.282792713,-0.831134183
-0.565497422,-1.155621867
0.374918229,1.109877987
0.102379662,0.037792964
0.421100786,1.191508451
-0.611256076,-1.241660526
-0.341897991,-0.192089305
0.705197282,-0.433927984
-1.161261481,-0.765870235
1.931264738,1.222426027
-1.865354223,-1.394671572
1.602311454,1.230939683
0.357958148,-0.001339229
0.739996424,0.243083412
0.052144919,0.624040495
0.715543877,1.644281103
-0.353278295,-0.442214301
-1.737713664,-0.998276186
-0.616966637,-0.156927027
-0.195893453,0.186206473
-1.471261865,-0.809392659
0.888586893,0.59736704
-0.101561489,-0.434881196
0.103532899,1.328843393
0.601187869,0.775395025
0.724568122,0.973112941
-0.719702179,-0.956616818
0.085928511,0.336126101
0.238755622,-0.060207076
-0.483226526,-0.232299211
0.237478951,0.763573569
1.678133947,0.950247865
-1.158370331,-0.288365108
0.842387442,-0.264090883
0.456005963,0.785053438
-0.836222017,-0.503335354
-0.14788493,-1.148311556
0.877369364,0.40673633
-0.151092829,0.882252736
-0.222552422,-0.861427624
1.20071832,-0.595075504
-0.364610569,-0.843554847
-0.246576108,-0.078703005
1.589355524,1.855416583
0.702827691,0.389237665
1.202877391,1.071340846
-0.91935751,-0.299930224
-0.309674291,-0.253154551
-1.146177643,-1.312089455
-0.916274906,0.468185013
1.833974566,0.961694903
1.012229363,0.76311067
0.314777429,0.407587814
-2.077573418,-1.17110164
0.277318247,0.826334484
-0.193111977,-0.394937652
-1.47080644,-0.421732114
0.514998619,1.29852511
0.908316611,0.637763724
0.002794113,-0.530571289
0.265210732,0.245338009
-0.282382702,-0.507909359
0.59305227,-0.014998692
-0.442448931,-0.105238886
0.898689706,1.131462338
-1.505870169,-1.205819273
-0.971507376,-0.724913313
0.434275743,-0.011917689
0.591684408,0.326783557
1.945017124,1.027410166
-0.450150408,-1.620257755
1.875605132,0.774090765
0.267105534,-0.127364879
0.308162687,-0.677628294
-0.576972111,-1.064165532
0.822984136,1.357608253
-1.038764097,-0.41140419
1.924446924,1.598486366
0.372873409,-0.09119963
1.908997044,2.123996162
-0.02500445,-0.162451665
1.529645395,0.774153624
-0.090536186,-0.657621042
0.282506207,0.166440502
0.137419081,0.588019249
0.047417863,0.651264046
-1.56371082,-1.444378358
1.461286034,1.045799134
-0.846529383,-0.277169095
1.095893504,0.934074315
0.770676876,-0.062475016
0.025231651,-0.13630356
-0.901013418,-1.59444777
-0.603540386,-0.691150546
-0.290538974,-0.618101457
0.237457594,0.901211897
-0.933154055,-1.248423763
-0.611134973,-0.869073113
-0.699726889,0.611830313
-1.034908619,-0.780209596
-0.535583772,-0.754441012
-0.231067983,0.181754626
0.846204469,0.685205581
-1.472706502,-1.617859198
-0.421255263,0.460155276
-1.52478642,-1.599497626
-0.617436502,-1.33107476
1.085044646,0.999185246
-1.289914145,-1.68801891
-0.482698506,-0.129040728
1.56709915,1.157785176
-1.298714822,-0.704832959
0.689791516,-0.78682633
-0.611915663,-0.03531214
1.266277982,1.55963136
0.945804757,-0.02885469
-1.589254507,-0.442582707
0.255486362,0.912092122
0.186539868,0.103877553
0.701781031,0.379350226
0.330266361,0.744677553
